|6.6.6
Al98-05a_lagged_3_1.tab                                                                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          94
T(K)           P(bar)         Si,mol,pfu     Al,mol,pfu     Cr,mol,pfu     Fe,mol,pfu     Mg,mol,pfu     Ca,mol,pfu     H2,mol,pfu     C,mol,pfu      S2,mol,pfu     O2,mol,pfu     y_{CO2}        y_{CH4}        y_{H2S}        y_{H2}         y_{H2O}        m_{Al+3}       m_{AlO2-}      m_{AlO2(SiO}   m_{Ca(HCO3)}   m_{Ca(HCOO)}   m_{Ca(HSiO3}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaO,aq}     m_{CaSO4,aq}   m_{CO,aq}      m_{CO3-2}      m_{Cr+2}       m_{CrOH+}      m_{Cr+3}       m_{CrOH+2}     m_{Cr(OH)2+}   m_{Cr(OH)3}    m_{Cr(OH)4-}   m_{CrO4-2}     m_{Cr2O7-2}    m_{Fecho+}     m_{Fecho0}     m_{Fe(HCOO)}   m_{Fe(HSiO3}   m_{Fe(OH)+}    m_{Fe+2}       m_{Fe+3}       m_{FeO,aq}     m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HCrO4-}     m_{HFeO2-}     m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{Isobutan}   m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgO,aq}     m_{MgOH+}      m_{MgSO4,aq}   m_{O2,aq}      m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-}        m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{Si3O6,aq}   m_{SiO2,aq}    m_{SO2,aq}     m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            ref_chg        tot_solute_m  
  921.000        30200.0       0.135864E-002  0.143033E-004  0.160759E-006  0.169715E-003  0.561979E-002  0.155335E-002  0.989942       0.273705E-002  0.606551E-003  0.504548       0.203851E-002   0.00000        0.00000       0.915488E-007  0.988778       0.437935E-015  0.103889E-003  0.581476E-003  0.330940E-001  0.166737E-003  0.244959E-001  0.125915E-002  0.256538E-002  0.284941E-003  0.940099E-002  0.155076E-001  0.138668E-005  0.449718E-004  0.401544E-011  0.705847E-009  0.766502E-013  0.406480E-009  0.686061E-009  0.625023E-005  0.272844E-005  0.274494E-014  0.932805E-023  0.401644E-016  0.615993E-026  0.886259E-003  0.747967E-002  0.100419E-005  0.827888E-006  0.248498E-013  0.345521E-003  0.353147E-004  0.113656E-003  0.445129E-002  0.138359E-010  0.767506E-003  0.139680E-017  0.643294E-006  0.145065E-002  0.119797E-002  0.440011E-001  0.101940E-015  0.518205E-037  0.928558E-004  0.152943E-003  0.379165E-003  0.938457E-010  0.311549       0.152251E-002  0.241262E-003  0.548835E-018  0.883895E-002  0.206333E-013  0.427178E-009  0.814108E-015  0.513533E-014  0.541465E-014  0.182766E-026  0.553821E-013  0.133454E-016  0.358511E-018  0.792995E-020  0.997380E-017  0.418474E-023  0.223489E-025  0.166643E-002  0.535550E-005  0.383878E-001  0.233657E-004  0.772068E-008  0.679546E-002  0.594698        2.12718      -0.267057E-002   12.5641       0.848629E-001 -0.772966E-002  0.517902     
  921.000        30100.0       0.166196E-002  0.158625E-004  0.174401E-006  0.216860E-003  0.659910E-002  0.163840E-002  0.988605       0.272611E-002  0.656859E-003  0.504877       0.210893E-002   0.00000       0.155094E-007  0.967703E-007  0.987347       0.472003E-015  0.114040E-003  0.639863E-003  0.292608E-001  0.172457E-003  0.305430E-001  0.146916E-002  0.298968E-002  0.265048E-003  0.109969E-001  0.159440E-001  0.103413E-005  0.429855E-004  0.493326E-011  0.804924E-009  0.734697E-013  0.424276E-009  0.709888E-009  0.673260E-005  0.302028E-005  0.227679E-014  0.578352E-023  0.796606E-016  0.222801E-025  0.890127E-003  0.996608E-002  0.123907E-005  0.998550E-006  0.247372E-013  0.392081E-003  0.432725E-004  0.133343E-003  0.380668E-002  0.125647E-010  0.879188E-003  0.138991E-017  0.103225E-005  0.160332E-002  0.144722E-002  0.486122E-001  0.101255E-015  0.290630E-036  0.819516E-004  0.163309E-003  0.442716E-003  0.903309E-010  0.366328       0.181607E-002  0.278045E-003  0.566006E-018  0.975220E-002  0.416595E-013  0.664025E-009  0.114460E-014  0.652113E-014  0.615934E-014  0.145897E-026  0.160270E-012  0.319926E-016  0.549059E-018  0.209705E-019  0.199966E-016  0.115755E-022  0.440021E-025  0.202503E-002  0.663583E-005  0.459735E-001  0.326246E-004  0.904569E-008  0.716474E-002  0.687605        2.50690      -0.216258E-002   14.8250       0.919154E-001 -0.838151E-002  0.594290     
  922.000        29900.0       0.152436E-002  0.151441E-004  0.164890E-006  0.191010E-003  0.609683E-002  0.154563E-002  0.989179       0.284697E-002  0.611388E-003  0.504702       0.222159E-002   0.00000        0.00000       0.802197E-007  0.987989       0.471811E-015  0.108219E-003  0.614080E-003  0.291947E-001  0.150261E-003  0.279411E-001  0.136494E-002  0.282039E-002  0.250922E-003  0.101734E-001  0.144768E-001  0.161858E-005  0.417629E-004  0.475655E-011  0.777820E-009  0.811487E-013  0.444406E-009  0.717627E-009  0.641887E-005  0.279350E-005  0.285679E-014  0.988908E-023  0.508072E-016  0.111209E-025  0.894299E-003  0.865822E-002  0.109877E-005  0.905864E-006  0.259824E-013  0.347101E-003  0.396122E-004  0.123983E-003  0.433186E-002  0.155628E-010  0.772343E-003  0.145408E-017  0.714542E-006  0.149520E-002  0.124969E-002  0.457157E-001  0.110954E-015  0.150208E-036  0.816438E-004  0.156647E-003  0.417571E-003  0.829948E-010  0.338110       0.168099E-002  0.254776E-003  0.647868E-018  0.905733E-002  0.244198E-013  0.476544E-009  0.920895E-015  0.561081E-014  0.575564E-014  0.204931E-026  0.717607E-013  0.141797E-016  0.378649E-018  0.704262E-020  0.117246E-016  0.295490E-023  0.173816E-025  0.187990E-002  0.621027E-005  0.425400E-001  0.282843E-004  0.769295E-008  0.660494E-002  0.638591        2.31646      -0.203473E-002   13.6386       0.865269E-001 -0.779927E-002  0.551596     
  921.000        30400.0       0.148005E-002  0.142226E-004  0.183348E-006  0.187134E-003  0.595456E-002  0.152766E-002  0.989641       0.251165E-002  0.613512E-003  0.504478       0.196086E-002   0.00000       0.132758E-008  0.806454E-007  0.988507       0.499299E-015  0.102709E-003  0.570378E-003  0.260790E-001  0.153569E-003  0.278668E-001  0.141725E-002  0.294220E-002  0.237061E-003  0.100949E-001  0.165881E-001  0.917319E-006  0.386292E-004  0.489734E-011  0.834836E-009  0.890166E-013  0.483325E-009  0.800212E-009  0.720815E-005  0.303678E-005  0.219051E-014  0.596732E-023  0.717683E-016  0.200773E-025  0.790024E-003  0.848713E-002  0.112999E-005  0.944106E-006  0.277579E-013  0.375130E-003  0.398433E-004  0.121795E-003  0.341031E-002  0.123420E-010  0.804303E-003  0.133175E-017  0.732190E-006  0.145746E-002  0.125875E-002  0.439302E-001  0.932656E-016  0.261896E-036  0.730497E-004  0.169403E-003  0.435041E-003  0.808355E-010  0.330137       0.172058E-002  0.256394E-003  0.529721E-018  0.890406E-002  0.280892E-013  0.511468E-009  0.901716E-015  0.537010E-014  0.526690E-014  0.122814E-026  0.724051E-013  0.198321E-016  0.435048E-018  0.120147E-019  0.134959E-016  0.615263E-023  0.307370E-025  0.175306E-002  0.566694E-005  0.406436E-001  0.249740E-004  0.797479E-008  0.651745E-002  0.614346        2.23432      -0.170891E-002   13.3158       0.834884E-001 -0.782532E-002  0.537420     
  921.000        30000.0       0.165304E-002  0.159918E-004  0.153820E-006  0.220056E-003  0.657472E-002  0.165086E-002  0.988531       0.285243E-002  0.658260E-003  0.504955       0.219462E-002   0.00000       0.140339E-007  0.999644E-007  0.987251       0.468746E-015  0.114988E-003  0.646723E-003  0.308441E-001  0.195333E-003  0.302329E-001  0.145629E-002  0.296313E-002  0.276660E-003  0.109545E-001  0.154048E-001  0.138630E-005  0.456055E-004  0.466416E-011  0.748874E-009  0.672120E-013  0.391973E-009  0.640266E-009  0.596058E-005  0.264033E-005  0.190319E-014  0.399974E-023  0.126409E-015  0.526146E-025  0.111910E-002  0.989690E-002  0.123797E-005  0.995931E-006  0.245160E-013  0.392535E-003  0.428482E-004  0.132662E-003  0.422122E-002  0.110172E-010  0.896310E-003  0.135226E-017  0.123076E-005  0.161665E-002  0.151417E-002  0.490823E-001  0.993480E-016  0.119873E-035  0.862097E-004  0.160877E-003  0.438380E-003  0.943436E-010  0.364944       0.179859E-002  0.276640E-003  0.543930E-018  0.981958E-002  0.660380E-013  0.874604E-009  0.141248E-014  0.757344E-014  0.675077E-014  0.148722E-026  0.221563E-012  0.608176E-016  0.704634E-018  0.480825E-019  0.312941E-016  0.321410E-022  0.807414E-025  0.201876E-002  0.659475E-005  0.458382E-001  0.328945E-004  0.976979E-008  0.731620E-002  0.688847        2.50362      -0.203728E-002   14.7811       0.934037E-001 -0.838880E-002  0.594800     
  924.000        28800.0       0.229227E-002  0.175730E-004  0.108405E-006  0.303731E-003  0.822365E-002  0.133031E-002  0.986655       0.236833E-002  0.597980E-003  0.504708       0.231024E-002   0.00000       0.126163E-007  0.103943E-006  0.985507       0.466718E-015  0.118437E-003  0.700961E-003  0.288318E-002  0.169629E-004  0.423897E-001  0.168962E-002  0.346690E-002  0.179929E-004  0.131910E-001  0.108522E-001  0.165880E-006  0.112382E-005  0.534467E-011  0.685536E-009  0.479532E-013  0.324790E-009  0.480501E-009  0.428948E-005  0.178053E-005  0.141489E-014  0.369550E-023  0.346203E-018  0.191904E-030  0.115195E-003  0.157423E-001  0.157824E-005  0.121383E-005  0.208434E-013  0.366587E-003  0.574657E-004  0.164823E-003  0.210874E-003  0.122922E-010  0.784337E-003  0.142922E-017  0.212789E-005  0.158491E-002  0.154699E-002  0.495205E-001  0.126603E-015  0.440243E-041  0.799648E-005  0.148103E-003  0.517041E-003  0.570029E-011  0.457366       0.223384E-002  0.314223E-003  0.973375E-018  0.942097E-002  0.129037E-012  0.919479E-009  0.146976E-014  0.683692E-014  0.568301E-014  0.204042E-026  0.208486E-011  0.178016E-015  0.633015E-018  0.215442E-018  0.604734E-016  0.222273E-021  0.108164E-024  0.293001E-002  0.104197E-004  0.619273E-001  0.650620E-004  0.644200E-008  0.468105E-002  0.831215        3.18938      -0.828037E-003   18.6150       0.819236E-001 -0.767980E-002  0.685055     
  923.000        29300.0       0.168513E-002  0.172457E-004  0.146327E-006  0.209295E-003  0.665442E-002  0.164822E-002  0.988095       0.330534E-002  0.634600E-003  0.505187       0.252404E-002   0.00000        0.00000       0.904602E-007  0.986751       0.357177E-015  0.122235E-003  0.707463E-003  0.364853E-001  0.187585E-003  0.296522E-001  0.127531E-002  0.248707E-002  0.313668E-003  0.108272E-001  0.109235E-001  0.202795E-005  0.522625E-004  0.454781E-011  0.668115E-009  0.505049E-013  0.331519E-009  0.533948E-009  0.541286E-005  0.276668E-005  0.359880E-014  0.135031E-022  0.636121E-016  0.139239E-025  0.111783E-002  0.948843E-002  0.104931E-005  0.787308E-006  0.169347E-013  0.306169E-003  0.408644E-004  0.134503E-003  0.542153E-002  0.204688E-010  0.787344E-003  0.172213E-017  0.753304E-006  0.164431E-002  0.132376E-002  0.509758E-001  0.142963E-015  0.188068E-036  0.102033E-003  0.123074E-003  0.371834E-003  0.103740E-009  0.369534       0.165236E-002  0.264008E-003  0.991792E-018  0.988043E-002  0.263116E-013  0.520934E-009  0.104466E-014  0.641836E-014  0.671793E-014  0.285747E-026  0.801591E-013  0.141985E-016  0.394278E-018  0.652997E-020  0.125497E-016  0.252686E-023  0.139571E-025  0.220614E-002  0.761135E-005  0.481647E-001  0.356030E-004  0.844698E-008  0.743722E-002  0.710619        2.57484      -0.254772E-002   14.8964       0.961945E-001 -0.809337E-002  0.604066     
  922.000        29600.0       0.165249E-002  0.162812E-004  0.136435E-006  0.215525E-003  0.647799E-002  0.159107E-002  0.988775       0.279676E-002  0.625184E-003  0.504844       0.210371E-002   0.00000       0.127707E-007  0.981391E-007  0.987495       0.362629E-015  0.116103E-003  0.664243E-003  0.327631E-001  0.175065E-003  0.292255E-001  0.128530E-002  0.251954E-002  0.292412E-003  0.105699E-001  0.121511E-001  0.129378E-005  0.479836E-004  0.411402E-011  0.622063E-009  0.472869E-013  0.300043E-009  0.501565E-009  0.509470E-005  0.253406E-005  0.256677E-014  0.724279E-023  0.602097E-016  0.124561E-025  0.922503E-003  0.998498E-002  0.111787E-005  0.848158E-006  0.174854E-013  0.330898E-003  0.405589E-004  0.130194E-003  0.446526E-002  0.138665E-010  0.813029E-003  0.147329E-017  0.107647E-005  0.159230E-002  0.139571E-002  0.488619E-001  0.115652E-015  0.128106E-036  0.918801E-004  0.128137E-003  0.375143E-003  0.977382E-010  0.359786       0.164371E-002  0.261670E-003  0.688254E-018  0.960935E-002  0.433416E-013  0.634376E-009  0.115553E-014  0.661584E-014  0.644994E-014  0.203174E-026  0.287485E-012  0.344512E-016  0.493675E-018  0.244647E-019  0.207306E-016  0.151494E-022  0.330314E-025  0.211657E-002  0.720019E-005  0.465666E-001  0.378407E-004  0.868686E-008  0.721772E-002  0.687239        2.49963      -0.218391E-002   14.5728       0.922142E-001 -0.797223E-002  0.586201     
  926.000        27700.0       0.269409E-002  0.203973E-004  0.759380E-007  0.361376E-003  0.926351E-002  0.134227E-002  0.984993       0.264112E-002  0.613683E-003  0.505155       0.261256E-002   0.00000       0.261169E-007  0.127336E-006  0.983734       0.355923E-015  0.133846E-003  0.826080E-003  0.139305E-002  0.825967E-005  0.474851E-001  0.159807E-002  0.313334E-002  0.813753E-005  0.143076E-001  0.732074E-002  0.155117E-006  0.503544E-006  0.495977E-011  0.535296E-009  0.254126E-013  0.209390E-009  0.296031E-009  0.288027E-005  0.137613E-005  0.161098E-014  0.445994E-023  0.711186E-019  0.517613E-032  0.704762E-004  0.191058E-001  0.159544E-005  0.112352E-005  0.136691E-013  0.316789E-003  0.619947E-004  0.183651E-003  0.116529E-003  0.156344E-010  0.764783E-003  0.163167E-017  0.240681E-005  0.170520E-002  0.166028E-002  0.546818E-001  0.173472E-015  0.343065E-042  0.383370E-005  0.113153E-003  0.470774E-003  0.250491E-011  0.516198       0.224695E-002  0.325680E-003  0.166446E-017  0.996283E-002  0.121729E-012  0.983986E-009  0.172574E-014  0.804640E-014  0.678540E-014  0.401263E-026  0.201367E-011  0.124943E-015  0.626610E-018  0.111194E-018  0.569151E-016  0.846339E-022  0.652443E-025  0.373845E-002  0.142332E-004  0.742894E-001  0.986850E-004  0.651045E-008  0.472127E-002  0.953697        3.69979      -0.230740E-005   21.0645       0.876257E-001 -0.789476E-002  0.767075     
  920.000        30400.0       0.158806E-002  0.148110E-004  0.175457E-006  0.218611E-003  0.634855E-002  0.161822E-002  0.989113       0.245383E-002  0.664940E-003  0.504669       0.191528E-002   0.00000       0.751706E-008  0.899274E-007  0.987924       0.610628E-015  0.106815E-003  0.593048E-003  0.247399E-001  0.190362E-003  0.300238E-001  0.159211E-002  0.340195E-002  0.220665E-003  0.107627E-001  0.195713E-001  0.154730E-005  0.370966E-004  0.507299E-011  0.884016E-009  0.111136E-012  0.549259E-009  0.885546E-009  0.718847E-005  0.262204E-005  0.132013E-014  0.259709E-023  0.272895E-015  0.280272E-024  0.129335E-002  0.957476E-002  0.131818E-005  0.113407E-005  0.360421E-013  0.441868E-003  0.434933E-004  0.128479E-003  0.356775E-002  0.849261E-011  0.913910E-003  0.118121E-017  0.200530E-005  0.153655E-002  0.155870E-002  0.461722E-001  0.805642E-016  0.198127E-034  0.689252E-004  0.201217E-003  0.500031E-003  0.766758E-010  0.352116       0.189299E-002  0.277969E-003  0.414436E-018  0.937214E-002  0.240216E-012  0.158726E-008  0.203270E-014  0.902529E-014  0.681690E-014  0.105566E-026  0.130784E-011  0.447106E-015  0.120639E-017  0.717065E-018  0.110479E-015  0.968927E-021  0.508276E-024  0.185426E-002  0.583983E-005  0.431606E-001  0.298968E-004  0.102118E-007  0.676425E-002  0.655292        2.38927      -0.169774E-002   14.2959       0.881329E-001 -0.846659E-002  0.572731     
  922.000        29800.0       0.164575E-002  0.157498E-004  0.163152E-006  0.206073E-003  0.651251E-002  0.155885E-002  0.988700       0.276135E-002  0.624512E-003  0.504761       0.219028E-002   0.00000        0.00000       0.966262E-007  0.987490       0.485748E-015  0.111966E-003  0.636716E-003  0.267263E-001  0.137994E-003  0.303513E-001  0.145032E-002  0.300281E-002  0.228243E-003  0.108000E-001  0.144647E-001  0.146340E-005  0.375185E-004  0.503465E-011  0.795245E-009  0.774593E-013  0.441464E-009  0.706152E-009  0.635502E-005  0.276550E-005  0.277579E-014  0.944997E-023  0.453689E-016  0.992371E-026  0.818375E-003  0.955180E-002  0.118344E-005  0.970363E-006  0.257197E-013  0.359394E-003  0.428921E-004  0.131954E-003  0.390622E-002  0.157604E-010  0.790669E-003  0.149175E-017  0.766617E-006  0.154291E-002  0.129588E-002  0.472332E-001  0.114889E-015  0.134038E-036  0.747318E-004  0.160527E-003  0.445504E-003  0.754586E-010  0.361387       0.180225E-002  0.270327E-003  0.700553E-018  0.933621E-002  0.254054E-013  0.485272E-009  0.932263E-015  0.564221E-014  0.575361E-014  0.203840E-026  0.812382E-013  0.150994E-016  0.384145E-018  0.769989E-020  0.121935E-016  0.332714E-023  0.182597E-025  0.202980E-002  0.673171E-005  0.456972E-001  0.311255E-004  0.766025E-008  0.654190E-002  0.677031        2.47538      -0.238585E-002   14.5885       0.880449E-001 -0.797576E-002  0.581418     
  916.000        32600.0       0.765706E-003  0.756832E-005  0.226591E-006  0.990248E-004  0.336852E-002  0.126668E-002  0.993416       0.186558E-002  0.534538E-003  0.503305       0.151559E-002   0.00000        0.00000       0.691123E-007  0.992741       0.562900E-015  0.578406E-004  0.294564E-003  0.170833E-001  0.103788E-003  0.153820E-001  0.110432E-002  0.245401E-002  0.173213E-003  0.611059E-002  0.281586E-001  0.191975E-006  0.266211E-004  0.336939E-011  0.823530E-009  0.169049E-012  0.639485E-009  0.120515E-008  0.955601E-005  0.306522E-005  0.995073E-015  0.192952E-023  0.419848E-016  0.970509E-026  0.353368E-003  0.413895E-002  0.797603E-006  0.783440E-006  0.430039E-013  0.381183E-003  0.239982E-004  0.692432E-004  0.171054E-002  0.438965E-011  0.641803E-003  0.680184E-018  0.363464E-006  0.902100E-003  0.800016E-003  0.257821E-001  0.333821E-016  0.832449E-037  0.481811E-004  0.204521E-003  0.355037E-003  0.638653E-010  0.185716       0.117169E-002  0.171997E-003  0.117640E-018  0.570962E-002  0.123977E-013  0.260634E-009  0.404157E-015  0.256794E-014  0.253736E-014  0.231768E-027  0.207472E-013  0.110557E-016  0.276287E-018  0.870186E-020  0.607592E-017  0.586751E-023  0.384630E-025  0.772589E-003  0.213466E-005  0.201855E-001  0.790680E-005  0.560525E-008  0.463966E-002  0.337552        1.20205      -0.992837E-003   7.48766       0.527107E-001 -0.680018E-002  0.324752     
